2020-02-14 22:53:24 IST,954351,25.80000,39.40000,48.60000,275.39999,3.09595,0.54277,0.43278,,,,
2020-02-14 22:53:28 IST,954352,25.90000,39.50000,47.90000,268.79999,3.09595,0.54277,0.42899,,,,
2020-02-14 22:53:31 IST,954353,25.80000,39.40000,48.20000,273.60001,3.09595,0.54062,0.43278,,,,
2020-02-14 22:53:35 IST,954354,25.80000,39.50000,48.30000,276.60001,3.09595,0.54062,0.43278,,,,
2020-02-14 22:53:40 IST,954355,25.90000,39.50000,47.90000,269.39999,3.01941,0.54062,0.43278,,,,
2020-02-14 22:53:43 IST,954356,25.80000,39.50000,46.30000,258.29999,3.09595,0.54062,0.43278,,,,
2020-02-14 22:53:47 IST,954357,25.90000,39.60000,46.80000,260.79999,3.09595,0.54062,0.43278,,,,
2020-02-14 22:53:52 IST,954358,25.80000,39.50000,46.70000,260.50000,3.11525,0.53847,0.43278,,,,
2020-02-14 22:53:56 IST,954359,25.80000,39.50000,46.70000,270.60001,3.11525,0.53847,0.41409,,,,
2020-02-14 22:53:59 IST,954360,25.80000,39.50000,46.10000,273.50000,3.09595,0.53847,0.43278,,,,
2020-02-14 22:54:03 IST,954361,25.80000,39.50000,45.90000,259.10001,3.11525,0.53847,0.43278,,,,
2020-02-14 22:54:07 IST,954362,25.70000,39.40000,45.70000,259.50000,3.11525,0.53847,0.41409,,,,
2020-02-14 22:54:11 IST,954363,25.80000,39.50000,46.10000,255.39999,3.09595,0.53847,0.43278,,,,
2020-02-14 22:54:15 IST,954364,25.80000,39.50000,45.40000,239.39999,3.09595,0.54062,0.42899,,,,
2020-02-14 22:54:18 IST,954365,25.80000,39.50000,44.80000,231.39999,3.09595,0.54062,0.43278,,,,
2020-02-14 22:54:22 IST,954366,25.80000,39.50000,43.70000,224.80000,3.09595,0.53847,0.42899,,,,
2020-02-14 22:54:26 IST,954367,25.80000,39.50000,43.30000,214.39999,3.09595,0.53633,0.42899,,,,
2020-02-14 22:54:30 IST,954368,25.80000,39.50000,42.70000,205.10001,3.09595,0.53633,0.01667,,,,
2020-02-14 22:54:33 IST,954369,25.80000,39.50000,42.80000,206.30000,3.09595,0.53633,0.43278,,,,
