timestamp,n33,n32,n31,n24,n11,n12,n14
"2020-02-21 23:00:00",35.3473154362416,30.7740795287188,21.6108024691358,34.9946666666667,19.8797965116279,22.5735632183908,
"2020-02-22 00:00:00",34.2900462962963,30.2814252336449,21.4398148148148,34.2335507921716,20.0734457323498,21.8822429906542,
"2020-02-22 01:00:00",28.9516279069768,26.0644893111639,17.7146820809249,28.9976569821931,16.3102019128586,18.6794392523365,
"2020-02-22 02:00:00",27.9224037339557,25.6297772567409,17.273897911833,28.1305816135085,16.0498945147679,18.3107476635514,
"2020-02-22 03:00:00",27.4442774566474,25.9120095124851,17.4383720930233,27.7810408921933,16.4068277310925,18.4065420560748,
"2020-02-22 04:00:00",22.9701388888889,19.3305813953488,13.8752900232019,22.8301675977654,12.7032528856244,13.918691588785,
"2020-02-22 05:00:00",21.1045086705202,19.3243113772455,12.6140371229698,21.3210966542751,11.6795597484277,13.6055813953488,
"2020-02-22 06:00:00",25.1965317919075,25.6457142857143,16.0341435185185,26.0945996275605,16.6221752903907,18.0864485981308,
"2020-02-22 07:00:00",31.8774566473988,27.7199759326113,16.8993047508691,31.7846872082166,16.5943277310924,20.0981308411215,
"2020-02-22 08:00:00",22.2979142526072,22.5501738122827,14.9904761904762,22.8315004659832,14.003144654088,18.2579439252336,
"2020-02-22 09:00:00",22.9437644341802,17.9968309859155,12.8892361111111,22.4961931290622,11.2794333683106,13.8532710280374,
"2020-02-22 10:00:00",25.6712630359212,33.0643356643356,15.2374709976798,25.428691588785,13.3574603174603,16.061320754717,
"2020-02-22 11:00:00",19.9399071925754,27.9831591173055,11.9263888888889,19.7200754005655,10.9465263157895,12.367942583732,
"2020-02-22 12:00:00",20.7517919075145,29.5196055684455,12.4017401392111,20.5466976744186,11.8336477987421,12.9635071090047,
"2020-02-22 13:00:00",23.8983796296296,17.919696969697,14.3074332171893,23.6559590316574,12.4379707112971,14.5901408450704,
"2020-02-22 14:00:00",25.2074245939675,18.6904317386231,14.7173812282735,24.8956928838951,12.7665621734587,15.1485849056604,
"2020-02-22 15:00:00",27.0973317865429,20.3192307692308,15.7655452436195,26.7758620689655,13.7189075630252,16.8504854368932,
"2020-02-22 16:00:00",28.3825986078886,21.3752037252619,16.4259559675551,27.9369158878505,14.6814931650894,17.1779411764706,
"2020-02-22 17:00:00",27.959375,22.2093967517402,16.6700696055685,27.7379888268157,14.6994764397906,17.5712871287129,
"2020-02-22 18:00:00",35.1287861271676,29.3254694835681,81.6178868292683,34.5422180801491,23.5345549842932,21.6602941176471,
"2020-02-22 19:00:00",38.7860950173812,34.4073255813953,28.1835457937428,38.6272642390289,22.7899683210137,30.3361583050847,
"2020-02-22 20:00:00",39.92343387471,36.4850938967137,25.8032407407407,40.280223880597,24.4083945435467,27.5377358490566,
"2020-02-22 21:00:00",36.6340277777778,33.1108899297424,23.1513888888889,37.9648269410664,21.8202105263158,26.4872483221476,
"2020-02-22 22:00:00",40.6871676300578,32.7757647058824,23.17033603708,40.0678471575023,22.5209915611814,24.1422857142857,
"2020-02-22 23:00:00",34.3258101851852,28.2692848769051,20.1103009259259,33.9019553072626,18.9986257928118,20.434554973822,
"2020-02-23 00:00:00",23.6704046242775,20.6457845433255,14.3971031286211,23.6787906976744,13.3012578616352,15.0650943396226,
"2020-02-23 01:00:00",24.0577056778679,21.5641203703704,15.2924768518518,24.1037348272642,14.3512143611404,15.3893023255814,
"2020-02-23 02:00:00",23.4398843930636,20.0956976744186,14.4085648148148,23.3397196261682,13.2026288117771,14.5004672897196,
"2020-02-23 03:00:00",22.5821965317919,18.8268604651163,13.5838933951333,22.3770446096654,12.4682722513089,13.6280373831776,
"2020-02-23 04:00:00",20.115625,17.6065344224037,12.8539884393064,20.0920074349443,11.6867432150313,12.5565420560748,
"2020-02-23 05:00:00",18.7694797687861,17.3899071925754,12.3122827346466,18.8866295264624,11.106465067779,11.9618604651163,
"2020-02-23 06:00:00",21.6760416666667,20.2247099767982,13.3994212962963,21.8549348230912,13.2259533898305,13.8342995169082,
"2020-02-23 07:00:00",28.0841435185185,25.5405092592593,16.306968641115,28.2906046511628,16.3455497382199,18.0598130841122,
"2020-02-23 08:00:00",30.5001156069364,27.2629069767442,18.721412037037,30.6485130111524,18.7199370409234,19.3303738317757,
"2020-02-23 09:00:00",29.9722222222222,24.8247086247086,17.5852668213457,29.7838919925512,22.0227370689655,18.1771028037383,
"2020-02-23 10:00:00",23.9673611111111,18.2523754345307,13.5115740740741,23.6565298507463,13.9703506907545,13.5107981220657,
"2020-02-23 11:00:00",19.7547563805104,14.5605355064028,11.0256083429896,19.434144059869,9.76231422505309,10.9341584158416,15.34
"2020-02-23 12:00:00",20.9519675925926,14.8204413472706,11.5482039397451,20.5823474178404,10.0388535031847,11.5768472906404,
"2020-02-23 13:00:00",21.5464658169177,23.7573580533024,12.0041666666667,21.0802423112768,10.5516985138004,11.7863849765258,15.4125
"2020-02-23 14:00:00",21.641483198146,35.1666666666667,11.9936342592593,21.1753975678204,10.4835106382979,11.7670588235294,16.2672897196262
"2020-02-23 15:00:00",21.52656612529,20.0809965237544,11.9784722222222,21.0766917293233,10.3004301075269,12.1936781609195,15.5582938388626
"2020-02-23 16:00:00",21.4478612716763,14.8968531468531,11.5691772885284,20.9275023386342,10.1654545454545,11.9314102564103,15.5975609756098
"2020-02-23 17:00:00",24.2978009259259,17.6246813441483,13.1173611111111,23.8402427637722,12.240170940171,13.9229268292683,
