created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2020-02-21 23:11:56 IST,128176,23.40000,53.20000,32.30000,53.70000,3.77238,1.30290,0.27594,,,,
2020-02-21 23:12:13 IST,128177,23.50000,53.20000,33.10000,53.40000,3.77238,1.30290,0.27594,,,,
2020-02-21 23:12:30 IST,128178,23.40000,53.20000,33.30000,53.60000,3.77238,1.29674,0.27124,,,,
2020-02-21 23:12:47 IST,128179,23.50000,53.30000,33.00000,59.60000,3.77238,1.34726,0.27594,,,,
2020-02-21 23:13:07 IST,128180,23.50000,53.30000,32.60000,56.80000,3.79491,1.27848,0.27594,,,,
2020-02-21 23:13:24 IST,128181,23.50000,53.30000,32.70000,56.00000,3.74993,1.32166,0.27594,,,,
2020-02-21 23:13:41 IST,128182,23.50000,53.20000,32.20000,54.40000,3.74993,1.33437,0.27594,,,,
2020-02-21 23:13:59 IST,128183,23.30000,53.10000,32.80000,50.90000,3.77238,1.33437,0.27594,,,,
2020-02-21 23:14:15 IST,128184,23.50000,53.20000,32.60000,48.80000,3.77238,1.32166,0.27594,,,,
2020-02-21 23:14:32 IST,128185,23.50000,53.20000,32.90000,52.70000,3.57320,1.30911,0.27594,,,,
2020-02-21 23:14:49 IST,128186,23.50000,53.20000,33.00000,57.70000,3.77238,1.30911,0.27594,,,,
2020-02-21 23:15:06 IST,128187,23.50000,53.20000,32.50000,55.00000,3.79491,1.29061,0.27594,,,,
2020-02-21 23:15:24 IST,128188,23.40000,53.10000,32.40000,52.10000,3.79491,1.29061,0.27594,,,,
2020-02-21 23:15:42 IST,128189,23.50000,53.20000,33.00000,57.10000,3.79491,1.29061,0.25300,,,,
2020-02-21 23:15:59 IST,128190,23.50000,53.20000,33.60000,56.10000,3.79491,1.29061,0.27594,,,,
2020-02-21 23:16:16 IST,128191,23.40000,53.20000,33.10000,56.20000,3.77238,1.30290,0.27594,,,,
2020-02-21 23:16:33 IST,128192,23.50000,53.30000,32.40000,53.00000,3.79491,1.29061,0.27594,,,,
2020-02-21 23:16:50 IST,128193,23.40000,53.30000,32.40000,49.40000,3.55146,1.29674,0.27594,,,,
2020-02-21 23:17:07 IST,128194,23.50000,53.30000,32.80000,50.50000,3.74993,1.34079,0.27594,,,,
2020-02-21 23:17:24 IST,128195,23.50000,53.20000,33.30000,54.70000,3.77238,1.34726,0.27594,,,,
2020-02-21 23:17:41 IST,128196,23.50000,53.20000,33.20000,56.70000,3.72757,1.37358,0.27594,,,,
2020-02-21 23:17:59 IST,128197,23.50000,53.20000,32.80000,58.00000,3.74993,1.38027,0.27594,,,,
2020-02-21 23:18:16 IST,128198,23.50000,53.20000,31.80000,54.30000,3.74993,1.36693,0.27594,,,,
2020-02-21 23:18:33 IST,128199,23.60000,53.10000,32.00000,53.40000,3.74993,1.35377,0.27358,,,,
2020-02-21 23:18:50 IST,128200,23.60000,53.10000,32.80000,56.00000,3.74993,1.34726,0.27358,,,,
2020-02-21 23:19:07 IST,128201,23.60000,53.10000,32.50000,53.00000,3.55146,1.33437,0.27358,,,,
2020-02-21 23:19:24 IST,128202,23.60000,53.10000,32.30000,55.70000,3.77238,1.32799,0.27358,,,,
2020-02-21 23:19:41 IST,128203,23.50000,53.00000,33.60000,58.60000,3.77238,1.32799,0.27594,,,,
2020-02-21 23:19:58 IST,128204,23.60000,53.10000,33.30000,58.00000,3.79491,1.32799,0.27358,,,,
2020-02-21 23:20:15 IST,128205,23.60000,53.10000,33.00000,62.90000,3.79491,1.31536,0.27594,,,,
2020-02-21 23:20:32 IST,128206,23.60000,53.10000,32.40000,58.80000,3.79491,1.31536,0.25300,,,,
